"","State.Name","City.Name","County.Name","Latitude","Longitude","Parameter.Name","Units.of.Measure","Metric.Used","Sample.Duration","Arithmetic.Mean"
"65","New York","Albany","Albany",42.64225,-73.75464,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",7.152679
"66","New York","Albany","Albany",42.64225,-73.75464,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",7.152679
"67","New York","Albany","Albany",42.64225,-73.75464,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",6.809821
"68","New York","Albany","Albany",42.64225,-73.75464,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",6.809821
"69","New York","Albany","Albany",42.68075,-73.75733,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",6.427184
"70","New York","Albany","Albany",42.68075,-73.75733,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",6.427184
"71","New York","New York","Bronx",40.816,-73.902,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",8.959836
"72","New York","New York","Bronx",40.816,-73.902,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",8.959836
"73","New York","New York","Bronx",40.8679,-73.87809,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",9.136667
"74","New York","New York","Bronx",40.8679,-73.87809,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",9.136667
"75","New York","Dunkirk","Chautauqua",42.49963,-79.31881,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",7.422078
"76","New York","Dunkirk","Chautauqua",42.49963,-79.31881,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",7.422078
"77","New York","Westfield","Chautauqua",42.29071,-79.58961,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",4.4875
"78","New York","Westfield","Chautauqua",42.29071,-79.58961,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",4.4875
"79","New York","Amherst","Erie",42.99328,-78.77153,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",7.332353
"80","New York","Amherst","Erie",42.99328,-78.77153,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",7.332353
"81","New York","Buffalo","Erie",42.876907,-78.809526,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",8.07069
"82","New York","Buffalo","Erie",42.876907,-78.809526,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",8.07069
"83","New York","","Essex",44.39308,-73.8589,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",4.344068
"84","New York","","Essex",44.39308,-73.8589,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",4.344068
"85","New York","New York","Kings",40.71961,-73.94771,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",9.215789
"86","New York","New York","Kings",40.71961,-73.94771,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",9.215789
"87","New York","Rochester","Monroe",43.14618,-77.54817,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",7.195726
"88","New York","Rochester","Monroe",43.14618,-77.54817,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",7.195726
"89","New York","New York","New York",40.7997,-73.93432,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",8.60177
"90","New York","New York","New York",40.7997,-73.93432,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",8.60177
"91","New York","New York","New York",40.7997,-73.93432,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",8.681034
"92","New York","New York","New York",40.7997,-73.93432,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",8.681034
"93","New York","New York","New York",40.73,-73.984,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",11.225664
"94","New York","New York","New York",40.73,-73.984,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",11.225664
"95","New York","New York","New York",40.71436,-73.99518,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",9.559615
"96","New York","New York","New York",40.71436,-73.99518,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",9.559615
"97","New York","Niagara Falls","Niagara",43.08218,-79.00106,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",8.204348
"98","New York","Niagara Falls","Niagara",43.08218,-79.00106,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",8.204348
"99","New York","East Syracuse","Onondaga",43.05235,-76.05921,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",6.401754
"100","New York","East Syracuse","Onondaga",43.05235,-76.05921,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",6.401754
"101","New York","Newburgh","Orange",41.49916,-74.00885,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",7.077876
"102","New York","Newburgh","Orange",41.49916,-74.00885,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",7.077876
"103","New York","New York","Queens",40.73614,-73.82153,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",8.336637
"104","New York","New York","Queens",40.73614,-73.82153,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",8.336637
"105","New York","New York","Richmond",40.63307,-74.13719,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",7.705769
"106","New York","New York","Richmond",40.63307,-74.13719,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",7.705769
"107","New York","","Steuben",42.09142,-77.20978,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",5.78
"108","New York","","Steuben",42.09142,-77.20978,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",5.78
"109","New York","East Farmingdale","Suffolk",40.74529,-73.41919,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",7.566667
"110","New York","East Farmingdale","Suffolk",40.74529,-73.41919,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",7.566667
"111","Pennsylvania","","Adams",39.92002,-77.30968,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24-HR BLK AVG",10.413569
"112","Pennsylvania","","Adams",39.92002,-77.30968,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24-HR BLK AVG",10.413569
"113","Pennsylvania","Avalon","Allegheny",40.499767,-80.071337,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",10.222321
"114","Pennsylvania","Avalon","Allegheny",40.499767,-80.071337,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",10.222321
"115","Pennsylvania","Pittsburgh","Allegheny",40.46542,-79.960757,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",9.748056
"116","Pennsylvania","Pittsburgh","Allegheny",40.46542,-79.960757,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",9.748056
"117","Pennsylvania","Pittsburgh","Allegheny",40.46542,-79.960757,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",9.468966
"118","Pennsylvania","Pittsburgh","Allegheny",40.46542,-79.960757,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",9.468966
"119","Pennsylvania","Liberty","Allegheny",40.323768,-79.868062,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",11.963866
"120","Pennsylvania","Liberty","Allegheny",40.323768,-79.868062,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",11.963866
"121","Pennsylvania","Liberty","Allegheny",40.323768,-79.868062,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",11.544068
"122","Pennsylvania","Liberty","Allegheny",40.323768,-79.868062,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",11.544068
"123","Pennsylvania","McDonald","Allegheny",40.375644,-80.169943,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",8.871429
"124","Pennsylvania","McDonald","Allegheny",40.375644,-80.169943,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",8.871429
"125","Pennsylvania","McCandless Township","Allegheny",40.606624,-80.021669,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",8.684211
"126","Pennsylvania","McCandless Township","Allegheny",40.606624,-80.021669,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",8.684211
"127","Pennsylvania","Harrison Township","Allegheny",40.617488,-79.727664,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",9.623077
"128","Pennsylvania","Harrison Township","Allegheny",40.617488,-79.727664,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",9.623077
"129","Pennsylvania","North Braddock","Allegheny",40.402328,-79.860973,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",11.162162
"130","Pennsylvania","North Braddock","Allegheny",40.402328,-79.860973,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",11.162162
"131","Pennsylvania","Clairton","Allegheny",40.294341,-79.885331,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",9.337931
"132","Pennsylvania","Clairton","Allegheny",40.294341,-79.885331,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",9.337931
"133","Pennsylvania","Kittanning","Armstrong",40.814183,-79.56475,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24-HR BLK AVG",10.812865
"134","Pennsylvania","Kittanning","Armstrong",40.814183,-79.56475,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24-HR BLK AVG",10.812865
"135","Pennsylvania","Beaver Falls","Beaver",40.747796,-80.316442,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",11.193017
"136","Pennsylvania","Beaver Falls","Beaver",40.747796,-80.316442,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",11.193017
"137","Pennsylvania","Beaver Falls","Beaver",40.747796,-80.316442,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24-HR BLK AVG",8.734718
"138","Pennsylvania","Beaver Falls","Beaver",40.747796,-80.316442,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24-HR BLK AVG",8.734718
"139","Pennsylvania","","Berks",40.38335,-75.9686,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",10.426774
"140","Pennsylvania","","Berks",40.38335,-75.9686,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",10.426774
"141","Pennsylvania","","Berks",40.38335,-75.9686,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24-HR BLK AVG",12.838611
"142","Pennsylvania","","Berks",40.38335,-75.9686,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24-HR BLK AVG",12.838611
"143","Pennsylvania","Altoona","Blair",40.535278,-78.370833,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24-HR BLK AVG",12.221098
"144","Pennsylvania","Altoona","Blair",40.535278,-78.370833,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24-HR BLK AVG",12.221098
"145","Pennsylvania","Bristol","Bucks",40.107222,-74.882222,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",10.514063
"146","Pennsylvania","Bristol","Bucks",40.107222,-74.882222,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",10.514063
"147","Pennsylvania","Bristol","Bucks",40.107222,-74.882222,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24-HR BLK AVG",11.695152
"148","Pennsylvania","Bristol","Bucks",40.107222,-74.882222,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24-HR BLK AVG",11.695152
"149","Pennsylvania","Johnstown","Cambria",40.309722,-78.915,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24-HR BLK AVG",11.926087
"150","Pennsylvania","Johnstown","Cambria",40.309722,-78.915,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24-HR BLK AVG",11.926087
"151","Pennsylvania","State College","Centre",40.811389,-77.877028,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",8.822378
"152","Pennsylvania","State College","Centre",40.811389,-77.877028,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",8.822378
"153","Pennsylvania","State College","Centre",40.811389,-77.877028,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24-HR BLK AVG",8.570058
"154","Pennsylvania","State College","Centre",40.811389,-77.877028,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24-HR BLK AVG",8.570058
"155","Pennsylvania","","Chester",39.834461,-75.768242,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",9.854434
"156","Pennsylvania","","Chester",39.834461,-75.768242,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",9.854434
"157","Pennsylvania","","Chester",39.834461,-75.768242,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24-HR BLK AVG",10.854882
"158","Pennsylvania","","Chester",39.834461,-75.768242,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24-HR BLK AVG",10.854882
"159","Pennsylvania","Carlisle","Cumberland",40.246528,-77.18675,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",10.431373
"160","Pennsylvania","Carlisle","Cumberland",40.246528,-77.18675,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",10.431373
"161","Pennsylvania","Carlisle","Cumberland",40.246528,-77.18675,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24-HR BLK AVG",12.069164
"162","Pennsylvania","Carlisle","Cumberland",40.246528,-77.18675,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24-HR BLK AVG",12.069164
"163","Pennsylvania","","Dauphin",40.246992,-76.846988,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",10.530579
"164","Pennsylvania","","Dauphin",40.246992,-76.846988,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",10.530579
"165","Pennsylvania","","Dauphin",40.246992,-76.846988,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24-HR BLK AVG",14.511628
"166","Pennsylvania","","Dauphin",40.246992,-76.846988,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24-HR BLK AVG",14.511628
"167","Pennsylvania","Chester","Delaware",39.835556,-75.3725,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",10.721429
"168","Pennsylvania","Chester","Delaware",39.835556,-75.3725,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24 HOUR",10.721429
"169","Pennsylvania","Chester","Delaware",39.835556,-75.3725,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24-HR BLK AVG",11.558333
"170","Pennsylvania","Chester","Delaware",39.835556,-75.3725,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24-HR BLK AVG",11.558333
"171","Pennsylvania","Erie","Erie",42.14175,-80.038611,"PM2.5 - Local Conditions","Micrograms/cubic meter (LC)","Daily Mean","24-HR BLK AVG",12.203161
